text,label,Word Count,Sentence Count,tokens,text_length
दिलिप धेरै रामरो,Positive,3,1,"['दिलिप', 'रामरो']",16
पुसकल शरमालाइ पनि लियर आउनु परयो अनकल,Neutral,7,1,"['पुसकल', 'शरमालाइ', 'लियर', 'आउनु', 'परयो', 'अनकल']",37
Ab biraj भटट चाहियो रजतपट अंकल please,Neutral,7,1,"['Ab', 'biraj', 'भटट', 'चाहियो', 'रजतपट', 'अंकल', 'please']",37
महानायक राजेश दाजु हो कसैले नकारन सकदैन,Negative,7,1,"['महानायक', 'राजेश', 'दाजु', 'नकारन', 'सकदैन']",39
तपाई चिपलाउने अङकल,Neutral,3,1,"['चिपलाउने', 'अङकल']",18
नेपाली नायक भयर अईलेको हिरोको फिलम नै न हेरनी के अमेरिका बसयो भनदैमा कला,Neutral,14,1,"['नेपाली', 'नायक', 'भयर', 'अईलेको', 'हिरोको', 'फिलम', 'हेरनी', 'अमेरिका', 'बसयो', 'भनदैमा', 'कला']",72
कषेतरलाई बिरसनु त भयन नि,Negative,5,1,"['कषेतरलाई', 'बिरसनु', 'भयन', 'नि']",24
कमेनट देखनुहुने मितरहरूले सब गरदिनुहोला धनयवाद,Neutral,6,1,"['कमेनट', 'देखनुहुने', 'मितरहरूले', 'सब', 'गरदिनुहोला', 'धनयवाद']",46
रामरो लागयो,Positive,2,1,['रामरो'],11
संघीयता लाइ थप परिसकत गरेर गणतनतर लाइ नै रोजनुपरनेमा दिलिप रायमाझी जसतो मानछेले राजाबादि भनदा नसुहाउने,Negative,16,1,"['संघीयता', 'लाइ', 'परिसकत', 'गरेर', 'गणतनतर', 'लाइ', 'रोजनुपरनेमा', 'दिलिप', 'रायमाझी', 'जसतो', 'मानछेले', 'राजाबादि', 'भनदा', 'नसुहाउने']",102
भोली बिहान ६३० बजे उठेर काममा जानुपरने माँछे अहिले याहा ३४० हुदा कमेणट लेखदैछु,Neutral,14,1,"['भोली', 'बिहान', '६३०', 'बजे', 'उठेर', 'काममा', 'जानुपरने', 'माँछे', 'याहा', '३४०', 'हुदा', 'कमेणट', 'लेखदैछु']",78
तपाइको कारयकरमहरू अति नै रामरा लागछन यसता कारयकरम तयती धेरै हेरदिन म तर यो आजको कारयकरम अति नै रमाइलो लागयो रामरो गरदै जानुहोला,Positive,23,1,"['तपाइको', 'कारयकरमहरू', 'अति', 'रामरा', 'लागछन', 'यसता', 'कारयकरम', 'तयती', 'हेरदिन', 'आजको', 'कारयकरम', 'अति', 'रमाइलो', 'रामरो', 'गरदै', 'जानुहोला']",127
तपाई त चिपालाउने अङकल,Neutral,4,1,"['चिपालाउने', 'अङकल']",21
कला कषेतरमा केही गरछु योगदान दिन सकछु भनेर गाउबाट हुररिएर अाएको केटो दुरगेसलाई होचयाएर होततोसाही गरे पनि अरुलाई तयसरी नगरी दिनु होला चिपलेटी जी,Negative,24,1,"['कला', 'कषेतरमा', 'गरछु', 'योगदान', 'दिन', 'सकछु', 'भनेर', 'गाउबाट', 'हुररिएर', 'अाएको', 'केटो', 'दुरगेसलाई', 'होचयाएर', 'होततोसाही', 'गरे', 'अरुलाई', 'तयसरी', 'नगरी', 'दिनु', 'चिपलेटी', 'जी']",143
दिलिप लाई यौटा छोरा पनि पाउन भनु है अकल,Neutral,9,1,"['दिलिप', 'यौटा', 'छोरा', 'पाउन', 'भनु', 'अकल']",39
अब अरको हपता बाट द भवाइस किडस को लाइभ राउणड सुरु हुदैं छ मलाइ अझ धेरै हजुरहरुको साथ र सहयोग चाहिएको छ म आशावादी छु हजुरहरुले मलाइ भोट गरेर भरपुर साथ र सहयोग दिनुहुनेछ,Positive,34,1,"['अरको', 'हपता', 'द', 'भवाइस', 'किडस', 'लाइभ', 'राउणड', 'सुरु', 'हुदैं', 'मलाइ', 'अझ', 'हजुरहरुको', 'सहयोग', 'चाहिएको', 'आशावादी', 'छु', 'हजुरहरुले', 'मलाइ', 'भोट', 'गरेर', 'भरपुर', 'सहयोग', 'दिनुहुनेछ']",166
नेपाली को मलाई मन नपरने बानी भनेको अलीकती पैसा भय देश छोदी बीदेस पलाईन हुने काम नरामरोहो यदी देश लाई माया गरने हो नेपाली दरशक लाई माया गररछु भननुभएको ले गरदा रामरो लागयो,Positive,33,1,"['नेपाली', 'मलाई', 'मन', 'नपरने', 'बानी', 'भनेको', 'अलीकती', 'पैसा', 'भय', 'देश', 'छोदी', 'बीदेस', 'पलाईन', 'हुने', 'काम', 'नरामरोहो', 'यदी', 'देश', 'माया', 'नेपाली', 'दरशक', 'माया', 'गररछु', 'भननुभएको', 'गरदा', 'रामरो']",169
उततम परधानलाइ लयाउन परयो अंकल,Neutral,5,1,"['उततम', 'परधानलाइ', 'लयाउन', 'परयो', 'अंकल']",29
धेरै साबधानी हिरो लभ यु,Positive,5,1,"['साबधानी', 'हिरो', 'लभ', 'यु']",23
रमित ढुङगाना लाई पनि बोलाउनु परयो दाई,Neutral,7,1,"['रमित', 'ढुङगाना', 'बोलाउनु', 'परयो', 'दाई']",37
दश घनटा काम गरेर आएर पनि दिलिप दाइको अनतरबारेता हेरियो and he is funny alwyas,Neutral,15,1,"['दश', 'घनटा', 'काम', 'गरेर', 'आएर', 'दिलिप', 'दाइको', 'अनतरबारेता', 'हेरियो', 'funny', 'alwyas']",77
गणतनतर कि राजतनतर भनदा पनि गणतनतर कि परजातनतर सहित को राजसंसथा भनेर सोधनुहोला राजतनतर कसैले पनि मागेका छैन राजसंसथा सबैलाई मानय हुनेछ,Neutral,22,1,"['गणतनतर', 'कि', 'राजतनतर', 'भनदा', 'गणतनतर', 'कि', 'परजातनतर', 'सहित', 'राजसंसथा', 'भनेर', 'सोधनुहोला', 'राजतनतर', 'मागेका', 'राजसंसथा', 'सबैलाई', 'मानय', 'हुनेछ']",133
दिलिपजी कति हडबडाएर बोलेको हौ,Positive,5,1,"['दिलिपजी', 'कति', 'हडबडाएर', 'बोलेको', 'हौ']",29
दिलिप रायमाझी जी हारदिक बधाई तथा शुभकामना,Positive,7,1,"['दिलिप', 'रायमाझी', 'जी', 'हारदिक', 'बधाई', 'तथा', 'शुभकामना']",41
रमाइलो लागेओ मलाई याे पराेगराम,Positive,5,1,"['रमाइलो', 'लागेओ', 'मलाई', 'याे', 'पराेगराम']",30
राजनीति को कुराहरू भनदा फिलमि कुराहरू गरौ न हुनन र,Positive,10,1,"['राजनीति', 'कुराहरू', 'भनदा', 'फिलमि', 'कुराहरू', 'गरौ', 'हुनन']",50
तपाईंको परोगराम हाजिरी जवाफ कारयकरम जसतो देखि दै छ है anyway म हेरिरहेको हुनछ तर आजभोलि मोनोटोनोश जसतो भैरको छ,Positive,20,1,"['तपाईंको', 'परोगराम', 'हाजिरी', 'जवाफ', 'कारयकरम', 'जसतो', 'देखि', 'दै', 'anyway', 'हेरिरहेको', 'आजभोलि', 'मोनोटोनोश', 'जसतो', 'भैरको']",110
दाई अब चै बिराज दाईलाई लयाउनु परो,Positive,7,1,"['दाई', 'चै', 'बिराज', 'दाईलाई', 'लयाउनु', 'परो']",33
चिपलेटि काका कैले काई केही रमाईला कमेनट पनि पडने गरनु न झन मजा आउछ,Positive,14,1,"['चिपलेटि', 'काका', 'कैले', 'काई', 'रमाईला', 'कमेनट', 'पडने', 'झन', 'मजा', 'आउछ']",66
गाँउकाे केटाे शहर पसयाेशहरबाट गाँउ पसदा मकैकाे बाेटलाइ ए लमबा लमबा पात कया हे भने जसतै,Neutral,16,1,"['गाँउकाे', 'केटाे', 'शहर', 'पसयाेशहरबाट', 'गाँउ', 'पसदा', 'मकैकाे', 'बाेटलाइ', 'ए', 'लमबा', 'लमबा', 'पात', 'कया', 'हे', 'जसतै']",86
सबै रामरो छ तर अलिकति धेरै बयजयत ग बानी मन परेन,Negative,11,1,"['रामरो', 'अलिकति', 'बयजयत', 'ग', 'बानी', 'मन', 'परेन']",47
जसो जसो बाहुन बाजे उसो उसो सवाहा भनेसी सकियो,Negative,9,1,"['जसो', 'जसो', 'बाहुन', 'बाजे', 'उसो', 'उसो', 'सवाहा', 'भनेसी', 'सकियो']",44
राजनीतिक केही थाहाँ छैन रे तयहिँ भएर राजा लयाउने अानदोलनमा लागेको रे,Negative,12,1,"['राजनीतिक', 'थाहाँ', 'रे', 'तयहिँ', 'भएर', 'राजा', 'लयाउने', 'अानदोलनमा', 'लागेको', 'रे']",68
दिलिप रायमाझी ले छोरी लाइ अनमोल केसी सँग डेबयु गराउनुपरछ बलकबसटर हुनछ,Positive,12,1,"['दिलिप', 'रायमाझी', 'छोरी', 'लाइ', 'अनमोल', 'केसी', 'सँग', 'डेबयु', 'गराउनुपरछ', 'बलकबसटर']",69
उता दुरगेस ले लाततिले हानिदिनछु भनदै छ सुडडो लाई,Negative,9,1,"['उता', 'दुरगेस', 'लाततिले', 'हानिदिनछु', 'भनदै', 'सुडडो']",48
रापरपा का झोले हरुलाई टिपेर लयाएर कारयकरम चलाउदो रैछ यसले सामनती मनपराउने दासि हरु,Negative,14,1,"['रापरपा', 'झोले', 'हरुलाई', 'टिपेर', 'लयाएर', 'कारयकरम', 'चलाउदो', 'रैछ', 'यसले', 'सामनती', 'मनपराउने', 'दासि']",82
चिपलेटी काका सग चकलेटी हिरो,Neutral,5,1,"['चिपलेटी', 'काका', 'सग', 'चकलेटी', 'हिरो']",27
अब अरको हपता बाट द भवाइस किडस को live राउणड सुरु हुदैं छ मलाइ अझ धेरै हजुरहरुको साथ र सहयोग चाहिएको छ,Positive,22,1,"['अरको', 'हपता', 'द', 'भवाइस', 'किडस', 'live', 'राउणड', 'सुरु', 'हुदैं', 'मलाइ', 'अझ', 'हजुरहरुको', 'सहयोग', 'चाहिएको']",101
चिपलयाउने कुरा मातरै गरछ यो बुडा ले मानछे लाई यो कारयकरम मा आउने बेला त 1000चोटि सोचेर मातरै आउँछ होला b4ra,Neutral,21,1,"['चिपलयाउने', 'मातरै', 'गरछ', 'बुडा', 'मानछे', 'कारयकरम', 'आउने', 'बेला', '1000चोटि', 'सोचेर', 'मातरै', 'आउँछ', 'b4ra']",107
मनकाे कुरा लेखु भने शबद रिसाउछन,Negative,6,1,"['मनकाे', 'लेखु', 'शबद', 'रिसाउछन']",31
सतय कुरा लेखु भने अाफना रिसाउछन,Negative,6,1,"['सतय', 'लेखु', 'अाफना', 'रिसाउछन']",31
रामरो,Positive,1,1,['रामरो'],5
लकका जवान हेरनी इसछया थियो लासटमा राजावादीको फिलिम हेरनू भनदा नहेरेकै बेसट,Negative,12,1,"['लकका', 'जवान', 'हेरनी', 'इसछया', 'थियो', 'लासटमा', 'राजावादीको', 'फिलिम', 'हेरनू', 'भनदा', 'नहेरेकै', 'बेसट']",74
मलाई नेपाली कलाकारहरु देखेर हासो लागछ जब बोलनु नहुने कुराहरु बोलछन मिडियामा तेइकुरा लिएर माफी मागदै हिंडछन जब माहानाय भनेर 3करोड नेपाली मानेको छन राजेस हमाल लाई अनि जानी जानी आफनो इजजत नेपाली दरसक बाट पाउने माया सब गुमाउँछन तर मलाई अचमम लागछ नेपाली दरसक बाट जुनमाया राजेस हमालले पाउनु भाकोछ साएद अब एसतो कलाकार नेपालमा पाउन गारो छ जय माहानाय राजेस हमाल,Positive,63,1,"['मलाई', 'नेपाली', 'कलाकारहरु', 'देखेर', 'हासो', 'लागछ', 'बोलनु', 'नहुने', 'कुराहरु', 'बोलछन', 'मिडियामा', 'तेइकुरा', 'लिएर', 'माफी', 'मागदै', 'हिंडछन', 'माहानाय', 'भनेर', '3करोड', 'नेपाली', 'मानेको', 'छन', 'राजेस', 'हमाल', 'जानी', 'जानी', 'आफनो', 'इजजत', 'नेपाली', 'दरसक', 'पाउने', 'माया', 'सब', 'गुमाउँछन', 'मलाई', 'अचमम', 'लागछ', 'नेपाली', 'दरसक', 'जुनमाया', 'राजेस', 'हमालले', 'पाउनु', 'भाकोछ', 'साएद', 'एसतो', 'कलाकार', 'नेपालमा', 'पाउन', 'गारो', 'जय', 'माहानाय', 'राजेस', 'हमाल']",352
मैना मैनामा कुकूरलाई चिननोभनदा नचिनेकै रामरो,Negative,6,1,"['मैना', 'मैनामा', 'कुकूरलाई', 'चिननोभनदा', 'नचिनेकै', 'रामरो']",44
तपाईं त चिपलयाउने अनकल बुढा खुब हासे,Neutral,7,1,"['चिपलयाउने', 'अनकल', 'बुढा', 'खुब', 'हासे']",36
K P Sharma Oli बोलाउन परयो,Neutral,6,1,"['K', 'P', 'Sharma', 'Oli', 'बोलाउन', 'परयो']",26
साँचची कै रमाइलो लागयो,Positive,4,1,"['साँचची', 'कै', 'रमाइलो']",22
डा सुरेनदर के सि लाई पनि लयाउनु परयो,Neutral,8,1,"['डा', 'सुरेनदर', 'सि', 'लयाउनु', 'परयो']",36
चिपलाउने अङकल,Neutral,2,1,"['चिपलाउने', 'अङकल']",13
कलाकार जति सबै राजा बादी,Neutral,5,1,"['कलाकार', 'जति', 'राजा', 'बादी']",24
रजत पद काका हजुरलाई त यति नरामराे शबद परयाेग गरि सवर बितालकाे दुरगेर थापाले टिकटक देखि लियर अनय भिडियाेमा गालि गरेकाे देखछु त,Negative,23,1,"['रजत', 'पद', 'काका', 'हजुरलाई', 'यति', 'नरामराे', 'शबद', 'परयाेग', 'गरि', 'सवर', 'बितालकाे', 'दुरगेर', 'थापाले', 'टिकटक', 'देखि', 'लियर', 'अनय', 'भिडियाेमा', 'गालि', 'गरेकाे', 'देखछु']",125
दिलिप सर सफा दिल को मानछे फरेनडली बोलने कलाकार न कुनै घमणड छ wow sir,Positive,15,1,"['दिलिप', 'सर', 'सफा', 'दिल', 'मानछे', 'फरेनडली', 'बोलने', 'कलाकार', 'घमणड', 'wow', 'sir']",68
यो काकाले कहिले बेजत कहिले तारिफ नछाडने भए काकाले,Negative,9,1,"['काकाले', 'कहिले', 'बेजत', 'कहिले', 'तारिफ', 'नछाडने', 'भए', 'काकाले']",49
अव रमित ढुंगाना लाई लयाउनु परयो,Neutral,6,1,"['अव', 'रमित', 'ढुंगाना', 'लयाउनु', 'परयो']",31
यति चरचीत कारयकरम चलाउने भएपछि भाषा परयोग गरदा बुझेर मातर परयोग गरनुहोसभूटानका पुरब शरणारथीहरु नेपाली भाषी मातर होईनन नेपाली जाती हुननेपालीभाषी त नेपाली भाषा सिकेको अरको अनय जातीलाई भनिनछउनीहरु जातले नेपाली हुनकपया भाषामा धयान दिनुहोला,Negative,35,1,"['यति', 'चरचीत', 'कारयकरम', 'चलाउने', 'भएपछि', 'भाषा', 'परयोग', 'गरदा', 'बुझेर', 'मातर', 'परयोग', 'गरनुहोसभूटानका', 'पुरब', 'शरणारथीहरु', 'नेपाली', 'भाषी', 'मातर', 'होईनन', 'नेपाली', 'जाती', 'हुननेपालीभाषी', 'नेपाली', 'भाषा', 'सिकेको', 'अरको', 'अनय', 'जातीलाई', 'भनिनछउनीहरु', 'जातले', 'नेपाली', 'हुनकपया', 'भाषामा', 'धयान', 'दिनुहोला']",235
पुडकेले पबलिक धुलाई भेटेर लाइनमा आएछ कोहो माहानायक थाहा भो,Negative,10,1,"['पुडकेले', 'पबलिक', 'धुलाई', 'भेटेर', 'लाइनमा', 'आएछ', 'कोहो', 'माहानायक', 'थाहा', 'भो']",58
निरुता सिङ लाई लयाउनु होला एक पटक,Positive,7,1,"['निरुता', 'सिङ', 'लयाउनु', 'पटक']",33
राजु लामालाई पनि बोलाउनु परयो है अब,Neutral,7,1,"['राजु', 'लामालाई', 'बोलाउनु', 'परयो']",35
बागिनामा दुरगेश थापाको रीपले कुरने हाजिर गरुम त,Neutral,8,1,"['बागिनामा', 'दुरगेश', 'थापाको', 'रीपले', 'कुरने', 'हाजिर', 'गरुम']",47
अति मन परने अभिनेता,Positive,4,1,"['अति', 'मन', 'परने', 'अभिनेता']",19
परकाश सर तपाइँ परति मेरो सानो नोट अफ डिसेनट,Neutral,9,1,"['परकाश', 'सर', 'तपाइँ', 'परति', 'मेरो', 'सानो', 'नोट', 'अफ', 'डिसेनट']",43
तयसो त म कसै परति पूरवागरह राखदिन तथापि तपाइले चलेका नायक भनेर जहिले परदिप अनमोल र पल शाह उचारण गरदा थिएटर बाट उदाएका र नेपालि फिलम जगतलाई नया दिशा परदान गरेका खगेनदर लामिछाने बिपिन कारकी दयाहांग राइ लगायतका कलाकारलाई किन छायामा पारनुहुनछ तपाइको कारयकरम यति लोकपरिय र सनसनी छ कि तपाइँ परसट वकता भएर कलम चलाइरहदा र पतरकार र हिरोइनले कहा के के तमासा र चरतिकला गरे भनेर खोजिरहदा यी माथि उललेखित कलाकारलाई पनि मिडिया मारफत अझ परिचित गराए नेपालि दरशकलाई उनीहरु एउटा युग परिवरतन गरेका नायक हुन भनेर चिनन सहज हुनथयो होला केवल रुप र गलयामरस भएकै भरमा ती कलाकारले बढावा पाउने तर खगेनदर बिपिन जसता कलाकार सधै ओझेलमा परनु परने यसमा मिडिया पनि सबै भनदा बढी पुरबागराही भएको मेरो ठमयाई,Neutral,122,1,"['तयसो', 'परति', 'पूरवागरह', 'राखदिन', 'तपाइले', 'चलेका', 'नायक', 'भनेर', 'जहिले', 'परदिप', 'अनमोल', 'पल', 'शाह', 'उचारण', 'गरदा', 'थिएटर', 'उदाएका', 'नेपालि', 'फिलम', 'जगतलाई', 'नया', 'दिशा', 'परदान', 'गरेका', 'खगेनदर', 'लामिछाने', 'बिपिन', 'कारकी', 'दयाहांग', 'राइ', 'लगायतका', 'कलाकारलाई', 'छायामा', 'पारनुहुनछ', 'तपाइको', 'कारयकरम', 'यति', 'लोकपरिय', 'सनसनी', 'कि', 'तपाइँ', 'परसट', 'वकता', 'भएर', 'कलम', 'चलाइरहदा', 'पतरकार', 'हिरोइनले', 'कहा', 'तमासा', 'चरतिकला', 'गरे', 'भनेर', 'खोजिरहदा', 'यी', 'उललेखित', 'कलाकारलाई', 'मिडिया', 'मारफत', 'अझ', 'परिचित', 'गराए', 'नेपालि', 'दरशकलाई', 'उनीहरु', 'एउटा', 'युग', 'परिवरतन', 'गरेका', 'नायक', 'भनेर', 'चिनन', 'सहज', 'हुनथयो', 'रुप', 'गलयामरस', 'भएकै', 'भरमा', 'ती', 'कलाकारले', 'बढावा', 'पाउने', 'खगेनदर', 'बिपिन', 'जसता', 'कलाकार', 'सधै', 'ओझेलमा', 'परनु', 'परने', 'यसमा', 'मिडिया', 'भनदा', 'बढी', 'पुरबागराही', 'मेरो', 'ठमयाई']",671
दिलिपेको बुददी बलल पलाएछ,Positive,4,1,"['दिलिपेको', 'बुददी', 'बलल', 'पलाएछ']",24
नेपाली कलाकार हरुको सामानरी जञान त,Neutral,6,1,"['नेपाली', 'कलाकार', 'हरुको', 'सामानरी', 'जञान']",34
तेरिमा झयाकने अब राजा चही को बनने नि,Negative,8,1,"['तेरिमा', 'झयाकने', 'राजा', 'चही', 'बनने', 'नि']",36
राजु लामालाइ लयाउमु भनेर भनद भनदा थाकी सके परकाश अनकला,Neutral,10,1,"['राजु', 'लामालाइ', 'लयाउमु', 'भनेर', 'भनद', 'भनदा', 'थाकी', 'परकाश', 'अनकला']",54
रमित डुंगाना लाई लयाउनु परो काका,Neutral,6,1,"['रमित', 'डुंगाना', 'लयाउनु', 'परो', 'काका']",32
लाडा न लुडाको परशन गरछ यो मुजि बूढो,Negative,8,1,"['लाडा', 'लुडाको', 'परशन', 'गरछ', 'मुजि', 'बूढो']",35
गणतनतर को किन सपोट नगरेको i dont likethis,Negative,8,1,"['गणतनतर', 'सपोट', 'नगरेको', 'dont', 'likethis']",41
अबको पालो महजोडीको,Neutral,3,1,"['अबको', 'पालो', 'महजोडीको']",18
एक चोटि दुरगेश थापा लाई लयाउन परो यो बेला सिधै टरेणडिङ मा जानथयो यार चिपलाउने अंकल,Neutral,16,1,"['चोटि', 'दुरगेश', 'थापा', 'लयाउन', 'परो', 'बेला', 'सिधै', 'टरेणडिङ', 'जानथयो', 'यार', 'चिपलाउने', 'अंकल']",82
चौथो बिसव महिला सममेलन कहिले र कहाँ भएको परकाश जि जानकारी पाउ त,Neutral,13,1,"['चौथो', 'बिसव', 'महिला', 'सममेलन', 'कहिले', 'कहाँ', 'परकाश', 'जि', 'पाउ']",63
परकाशे दाजु दुरगेशलाई मातर होईन परकाश देखाउने होईन के फेरि दुरगेशले तपाईको नाममा नया गित निकालदै छ रे,Neutral,18,1,"['परकाशे', 'दाजु', 'दुरगेशलाई', 'मातर', 'होईन', 'परकाश', 'देखाउने', 'होईन', 'दुरगेशले', 'तपाईको', 'नाममा', 'नया', 'गित', 'निकालदै', 'रे']",101
एउटा intervew मा भुबन केसि ले सुपर हिट फिलम देको छ भुबन केसि माहानायक हो भननने दिलिप ले कमेनट रामरो सङगग पढे जसतो छ आज त राजेस हमाल महानायक रे दुइ जिबरे,Negative,32,1,"['एउटा', 'intervew', 'भुबन', 'केसि', 'सुपर', 'हिट', 'फिलम', 'देको', 'भुबन', 'केसि', 'माहानायक', 'भननने', 'दिलिप', 'कमेनट', 'रामरो', 'सङगग', 'पढे', 'जसतो', 'राजेस', 'हमाल', 'महानायक', 'रे', 'दुइ', 'जिबरे']",152
दिलिप ले महानायक नचिनदा मलाइ मन परने हिरो नि आज भोलि बकमफुसे लागछ,Negative,13,1,"['दिलिप', 'महानायक', 'नचिनदा', 'मलाइ', 'मन', 'परने', 'हिरो', 'नि', 'भोलि', 'बकमफुसे', 'लागछ']",65
भुबनेको चमचा आज एता छ,Negative,5,1,"['भुबनेको', 'चमचा', 'एता']",21
अनपढ कलाकार भएपछि के गरने,Negative,5,1,"['अनपढ', 'कलाकार', 'भएपछि']",25
नमसकार दिलिप दाई र परकाश दाई लाई एक पटक पुनय गौतम जि लाई कारयकरम मा बोलाउनु हुनथयो कि,Neutral,18,1,"['नमसकार', 'दिलिप', 'दाई', 'परकाश', 'दाई', 'पटक', 'पुनय', 'गौतम', 'जि', 'कारयकरम', 'बोलाउनु', 'हुनथयो', 'कि']",85
साहासी पतरकार,Positive,2,1,"['साहासी', 'पतरकार']",13
यसता अमेरिकी नगरिकलाई नेपालमा कुनै किसमको मौका दिनु हुँदैन,Negative,9,1,"['यसता', 'अमेरिकी', 'नगरिकलाई', 'नेपालमा', 'किसमको', 'मौका', 'दिनु', 'हुँदैन']",58
राजेस को कुरै नगरम इ भुसुना सङ,Negative,7,1,"['राजेस', 'कुरै', 'नगरम', 'इ', 'भुसुना', 'सङ']",30
नेपाली कलाकार हरु को नाटक फिलिम रिलिज गरने बेला माफी आफनो इसट मितर लाइ फिलिम खेलाउने बेला माफी कति साल अगाडी तयो होइन यो महानायक भनने मानछे ले अहिले छोरी लाइ फिलिम मा लयाउने बेला भयो तेइ भयर माफी मागेको,Negative,40,1,"['नेपाली', 'कलाकार', 'नाटक', 'फिलिम', 'रिलिज', 'बेला', 'माफी', 'आफनो', 'इसट', 'मितर', 'लाइ', 'फिलिम', 'खेलाउने', 'बेला', 'माफी', 'कति', 'साल', 'अगाडी', 'तयो', 'होइन', 'महानायक', 'मानछे', 'छोरी', 'लाइ', 'फिलिम', 'लयाउने', 'बेला', 'तेइ', 'भयर', 'माफी', 'मागेको']",202
buda पैलो कोमेनट,Neutral,3,1,"['buda', 'पैलो', 'कोमेनट']",16
कैलालीमा वीभतस हतया परहरी हतयाराको नजिक SidhaKura Rabi Lamichhane EP 34,Neutral,11,1,"['कैलालीमा', 'वीभतस', 'हतया', 'परहरी', 'हतयाराको', 'नजिक', 'SidhaKura', 'Rabi', 'Lamichhane', 'EP', '34']",71
कारयकरमको शुरुआतमा बोलेको सबदहरु दमदार छ तपाईं लाई धनयवाद छ रवि सर,Positive,12,1,"['कारयकरमको', 'शुरुआतमा', 'बोलेको', 'सबदहरु', 'दमदार', 'धनयवाद', 'रवि', 'सर']",66
छतर लकाई खडका,Neutral,3,1,"['छतर', 'लकाई', 'खडका']",13
नमसकार रवि सर तपाईंको कारयकरमको सुरुवातमा बोलने शबदहरु लाई मेरो सधैंभरि हारदिक नमन गरदछु,Positive,14,1,"['नमसकार', 'रवि', 'सर', 'तपाईंको', 'कारयकरमको', 'सुरुवातमा', 'बोलने', 'शबदहरु', 'मेरो', 'सधैंभरि', 'हारदिक', 'नमन', 'गरदछु']",88
नुहाउँदा मयाल नगए साबुन लाएर मिचनुहोस,Neutral,6,1,"['नुहाउँदा', 'मयाल', 'नगए', 'साबुन', 'लाएर', 'मिचनुहोस']",37
रबी सरको असली फयानले यता थिचनुहोस,Neutral,6,1,"['रबी', 'सरको', 'असली', 'फयानले', 'यता', 'थिचनुहोस']",33
हेरौं कति जना रहेछौं,Neutral,4,1,"['हेरौं', 'कति', 'जना', 'रहेछौं']",20
सममान छ रबि सर हजुर लगायत समपुरण गयालेकसी 4 के टिमहरुलाइ,Positive,11,1,"['सममान', 'रबि', 'सर', 'हजुर', 'लगायत', 'समपुरण', 'गयालेकसी', '4', 'टिमहरुलाइ']",56
जिनदगिमा बुबा आमा देखि अरको बिशवास भरोसा लागने मानछे भनेकै रबी सर हो मेरो लागी,Positive,15,1,"['जिनदगिमा', 'बुबा', 'आमा', 'देखि', 'अरको', 'बिशवास', 'भरोसा', 'लागने', 'मानछे', 'भनेकै', 'रबी', 'सर', 'मेरो', 'लागी']",78
कारयकरम सधै दमदार नै हुने गरछ,Positive,6,1,"['कारयकरम', 'सधै', 'दमदार', 'हुने', 'गरछ']",29
अनजानमा बाहेक जानिजानी कसैको जयान मारने जो कोहिलाई मतयुुदणड सजाय हुनुपरछ भनने जति यता आउनुहोला,Negative,15,1,"['अनजानमा', 'बाहेक', 'जानिजानी', 'कसैको', 'जयान', 'मारने', 'जो', 'कोहिलाई', 'मतयुुदणड', 'सजाय', 'हुनुपरछ', 'जति', 'यता', 'आउनुहोला']",94
हर दिन सिधा कुरा दमदार र बेगलै अनुभव को साथ हेरन मजजा लागछ,Positive,13,1,"['हर', 'दिन', 'सिधा', 'दमदार', 'बेगलै', 'अनुभव', 'हेरन', 'मजजा', 'लागछ']",58
सिधा कुरा नहेरी निनदरै लागदैन झन आज मुखयमनतरी को आजको बिषयले रातभरि मजजाले निनदरा लागने गरि झटारो दिनु भएको छ खुसी कसरी बयाकतगरौ रबि दाइ तपाईं परती उचच सममान,Positive,29,1,"['सिधा', 'नहेरी', 'निनदरै', 'लागदैन', 'झन', 'मुखयमनतरी', 'आजको', 'बिषयले', 'रातभरि', 'मजजाले', 'निनदरा', 'लागने', 'गरि', 'झटारो', 'दिनु', 'खुसी', 'कसरी', 'बयाकतगरौ', 'रबि', 'दाइ', 'परती', 'उचच', 'सममान']",157
वा सुरुकै भनाई आम जनताको आवाज हो सलाम छ रवि जि,Positive,11,1,"['वा', 'सुरुकै', 'भनाई', 'आम', 'जनताको', 'आवाज', 'सलाम', 'रवि', 'जि']",46
अब जागौ युवाहरु आउने चुनावमा यिनीहरूको पतता साब गरनु परछअब राजेनदर लिङिदेल रापरापा जिनदाबाद,Positive,14,1,"['जागौ', 'युवाहरु', 'आउने', 'चुनावमा', 'यिनीहरूको', 'पतता', 'साब', 'परछअब', 'राजेनदर', 'लिङिदेल', 'रापरापा', 'जिनदाबाद']",91
भगवान को बररडान नै हो बोलने तरिका रवि सर लाई हजुर को आवाज भनेको नजता कै आवाज हो रवि सर हजुरको आवाज लाई मेरो हदय देखि नै नमन,Positive,28,1,"['भगवान', 'बररडान', 'बोलने', 'तरिका', 'रवि', 'सर', 'हजुर', 'आवाज', 'भनेको', 'नजता', 'कै', 'आवाज', 'रवि', 'सर', 'हजुरको', 'आवाज', 'मेरो', 'हदय', 'देखि', 'नमन']",123
